modelid,name,term,var,order,beta
total_bonding,seattle,"scale(logit(over_65, 0.01))",over_65,10,-0.10628360934683707
total_bonding,seattle,scale(log(unemployment + 1)),unemployment,11,0.07123045960624846
total_bridging,austin,(Intercept),intercept,1,0.6725355943651375
total_bridging,austin,scale(log(total + 1)),total,2,0.08664140253059388
total_bridging,austin,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,austin,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,austin,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,austin,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,austin,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,austin,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,austin,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,austin,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,austin,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,boston,(Intercept),intercept,1,0.2109009287490955
total_bridging,boston,scale(log(total + 1)),total,2,0.03930729244066508
total_bridging,boston,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,boston,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,boston,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,boston,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,boston,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,boston,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,boston,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,boston,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,boston,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,charlotte,(Intercept),intercept,1,-0.4420430115016005
total_bridging,charlotte,scale(log(total + 1)),total,2,0.06862491577801776
total_bridging,charlotte,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,charlotte,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,charlotte,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,charlotte,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,charlotte,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,charlotte,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,charlotte,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,charlotte,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,charlotte,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,chicago,(Intercept),intercept,1,-0.49731699082114844
total_bridging,chicago,scale(log(total + 1)),total,2,0.1774441934937142
total_bridging,chicago,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,chicago,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,chicago,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,chicago,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,chicago,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,chicago,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,chicago,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,chicago,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,chicago,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,columbus,(Intercept),intercept,1,0.2918975829649963
total_bridging,columbus,scale(log(total + 1)),total,2,0.17437076923949107
total_bridging,columbus,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,columbus,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,columbus,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,columbus,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,columbus,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,columbus,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,columbus,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,columbus,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,columbus,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,dallas,(Intercept),intercept,1,-0.46041092497777464
total_bridging,dallas,scale(log(total + 1)),total,2,0.09367690500926275
total_bridging,dallas,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,dallas,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,dallas,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,dallas,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,dallas,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,dallas,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,dallas,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,dallas,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,dallas,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,dc,(Intercept),intercept,1,0.5236134764329246
total_bridging,dc,scale(log(total + 1)),total,2,0.04983365193772124
total_bridging,dc,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,dc,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,dc,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,dc,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,dc,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,dc,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,dc,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,dc,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,dc,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,denver,(Intercept),intercept,1,0.04202650776712433
total_bridging,denver,scale(log(total + 1)),total,2,0.13525433059572278
total_bridging,denver,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,denver,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,denver,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,denver,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,denver,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,denver,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,denver,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,denver,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,denver,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,el_paso,(Intercept),intercept,1,-0.6145272042403147
total_bridging,el_paso,scale(log(total + 1)),total,2,0.12101145814696926
total_bridging,el_paso,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,el_paso,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,el_paso,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,el_paso,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,el_paso,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,el_paso,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,el_paso,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,el_paso,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,el_paso,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,fort_worth,(Intercept),intercept,1,-0.36273805141192883
total_bridging,fort_worth,scale(log(total + 1)),total,2,0.09453921007542788
total_bridging,fort_worth,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,fort_worth,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,fort_worth,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,fort_worth,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,fort_worth,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,fort_worth,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,fort_worth,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,fort_worth,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,fort_worth,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,houston,(Intercept),intercept,1,-0.046310568715706435
total_bridging,houston,scale(log(total + 1)),total,2,0.04367225764263946
total_bridging,houston,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,houston,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,houston,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,houston,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,houston,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,houston,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,houston,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,houston,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,houston,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,indianapolis,(Intercept),intercept,1,0.12391863871055409
total_bridging,indianapolis,scale(log(total + 1)),total,2,0.09575642178021032
total_bridging,indianapolis,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,indianapolis,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,indianapolis,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,indianapolis,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,indianapolis,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,indianapolis,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,indianapolis,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,indianapolis,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,indianapolis,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,jacksonville,(Intercept),intercept,1,-0.10144716519468755
total_bridging,jacksonville,scale(log(total + 1)),total,2,0.09801992209003335
total_bridging,jacksonville,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,jacksonville,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,jacksonville,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,jacksonville,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,jacksonville,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,jacksonville,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,jacksonville,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,jacksonville,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,jacksonville,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,la,(Intercept),intercept,1,-0.7365560324612128
total_bridging,la,scale(log(total + 1)),total,2,0.2182089936369339
total_bridging,la,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,la,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,la,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,la,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,la,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,la,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,la,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,la,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,la,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,nashville,(Intercept),intercept,1,0.1609503959683053
total_bridging,nashville,scale(log(total + 1)),total,2,0.06326528207432708
total_bridging,nashville,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,nashville,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,nashville,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,nashville,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,nashville,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,nashville,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,nashville,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,nashville,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,nashville,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,nyc,(Intercept),intercept,1,-0.830603118037625
total_bridging,nyc,scale(log(total + 1)),total,2,0.34147872137028173
total_bridging,nyc,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,nyc,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,nyc,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,nyc,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,nyc,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,nyc,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,nyc,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,nyc,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,nyc,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,oklahoma,(Intercept),intercept,1,-0.08662955728772043
total_bridging,oklahoma,scale(log(total + 1)),total,2,0.10002028353614058
total_bridging,oklahoma,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,oklahoma,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,oklahoma,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,oklahoma,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,oklahoma,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,oklahoma,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,oklahoma,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,oklahoma,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,oklahoma,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,philadelphia,(Intercept),intercept,1,-0.19262386882252586
total_bridging,philadelphia,scale(log(total + 1)),total,2,0.1622802867863662
total_bridging,philadelphia,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,philadelphia,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,philadelphia,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,philadelphia,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,philadelphia,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,philadelphia,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,philadelphia,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,philadelphia,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,philadelphia,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,phoenix,(Intercept),intercept,1,-0.3916586219131558
total_bridging,phoenix,scale(log(total + 1)),total,2,0.15733328942326458
total_bridging,phoenix,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,phoenix,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,phoenix,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,phoenix,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,phoenix,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,phoenix,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,phoenix,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,phoenix,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,phoenix,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,portland,(Intercept),intercept,1,-0.12469881555604054
total_bridging,portland,scale(log(total + 1)),total,2,0.10796331559553152
total_bridging,portland,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,portland,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,portland,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,portland,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,portland,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,portland,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,portland,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,portland,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,portland,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,san_antonio,(Intercept),intercept,1,-0.3428529061205939
total_bridging,san_antonio,scale(log(total + 1)),total,2,0.12864426353588607
total_bridging,san_antonio,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,san_antonio,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,san_antonio,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,san_antonio,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,san_antonio,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,san_antonio,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,san_antonio,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,san_antonio,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,san_antonio,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,san_diego,(Intercept),intercept,1,-0.47941822291989405
total_bridging,san_diego,scale(log(total + 1)),total,2,0.1054261948270853
total_bridging,san_diego,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,san_diego,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,san_diego,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,san_diego,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,san_diego,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,san_diego,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,san_diego,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,san_diego,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,san_diego,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,san_francisco,(Intercept),intercept,1,-0.17808851101551745
total_bridging,san_francisco,scale(log(total + 1)),total,2,0.0901473967648554
total_bridging,san_francisco,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,san_francisco,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,san_francisco,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,san_francisco,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,san_francisco,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,san_francisco,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,san_francisco,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,san_francisco,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,san_francisco,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,san_jose,(Intercept),intercept,1,-0.7014949547119368
total_bridging,san_jose,scale(log(total + 1)),total,2,0.10411492336013327
total_bridging,san_jose,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,san_jose,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,san_jose,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,san_jose,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,san_jose,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,san_jose,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,san_jose,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,san_jose,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,san_jose,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_bridging,seattle,(Intercept),intercept,1,0.009419620624717656
total_bridging,seattle,scale(log(total + 1)),total,2,0.1649725767297315
total_bridging,seattle,scale(log(pop_density)),pop_density,3,0.11066188321966203
total_bridging,seattle,"scale(logit(black, 0.01))",black,4,-0.10258288346184895
total_bridging,seattle,"scale(logit(hisplat, 0.01))",hisplat,5,-0.12628301496260158
total_bridging,seattle,"scale(logit(asian, 0.01))",asian,6,0.041239489488717605
total_bridging,seattle,scale(log(median_household_income)),median_household_income,7,-0.05476166371886746
total_bridging,seattle,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,0.05843699986384919
total_bridging,seattle,"scale(logit(some_college, 0.01))",some_college,9,0.24888453118536383
total_bridging,seattle,"scale(logit(over_65, 0.01))",over_65,10,0.00340147342524616
total_bridging,seattle,scale(log(unemployment + 1)),unemployment,11,-0.012013582590841898
total_linking,austin,(Intercept),intercept,1,0.1865137089664868
total_linking,austin,scale(log(total + 1)),total,2,0.011131020593734756
total_linking,austin,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,austin,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,austin,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,austin,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,austin,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,austin,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,austin,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,austin,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,austin,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,boston,(Intercept),intercept,1,0.03006114330914597
total_linking,boston,scale(log(total + 1)),total,2,0.016117497421885157
total_linking,boston,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,boston,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,boston,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,boston,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,boston,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,boston,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,boston,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,boston,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,boston,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,charlotte,(Intercept),intercept,1,-0.33382778501933164
total_linking,charlotte,scale(log(total + 1)),total,2,0.02162302546624046
total_linking,charlotte,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,charlotte,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,charlotte,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,charlotte,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,charlotte,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,charlotte,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,charlotte,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,charlotte,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,charlotte,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,chicago,(Intercept),intercept,1,0.36051476316998865
total_linking,chicago,scale(log(total + 1)),total,2,0.012461225052847764
total_linking,chicago,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,chicago,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,chicago,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,chicago,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,chicago,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,chicago,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,chicago,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,chicago,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,chicago,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,columbus,(Intercept),intercept,1,0.13036548668717418
total_linking,columbus,scale(log(total + 1)),total,2,-0.010569746153511635
total_linking,columbus,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,columbus,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,columbus,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,columbus,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,columbus,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,columbus,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,columbus,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,columbus,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,columbus,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,dallas,(Intercept),intercept,1,-0.028076659626018796
total_linking,dallas,scale(log(total + 1)),total,2,-0.0034225900017862375
total_linking,dallas,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,dallas,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,dallas,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,dallas,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
total_linking,dallas,scale(log(median_household_income)),median_household_income,7,0.014683200838251254
total_linking,dallas,"scale(logit(income_0_60K, 0.01))",income_0_60K,8,-0.12139171414035073
total_linking,dallas,"scale(logit(some_college, 0.01))",some_college,9,0.0414812122602281
total_linking,dallas,"scale(logit(over_65, 0.01))",over_65,10,0.10897254613319524
total_linking,dallas,scale(log(unemployment + 1)),unemployment,11,0.019944877342474802
total_linking,dc,(Intercept),intercept,1,0.7914868017530694
total_linking,dc,scale(log(total + 1)),total,2,-0.019547946018816122
total_linking,dc,scale(log(pop_density)),pop_density,3,-0.04448954240068534
total_linking,dc,"scale(logit(black, 0.01))",black,4,0.1516836255331531
total_linking,dc,"scale(logit(hisplat, 0.01))",hisplat,5,-0.040412905629218704
total_linking,dc,"scale(logit(asian, 0.01))",asian,6,0.05890939286914253
